clean,created_at,extended_tweet.full_text,id,text
😂😂😂yea you can get creative wit that thing,Sun Mar 21 18:35:04 +0000 2021,,1.37E+18,😂😂😂yea u can get creative wit that thing
I followed 😌,Sun Mar 21 18:35:05 +0000 2021,,1.37E+18,@IconicKai_ii I followed 😌
Chose violence on this lovely Sunday and we love to see it 😌,Sun Mar 21 18:35:06 +0000 2021,,1.37E+18,Chose violence on this lovely Sunday and we love to see it 😌
Got it 😌 I go bawl if I still can not fit it lmao,Sun Mar 21 18:35:07 +0000 2021,,1.37E+18,Got it 😌 I go bawl if I still can’t fit it lmao
"ksjsh,, but you do not suck so proud of you 😌",Sun Mar 21 18:35:07 +0000 2021,,1.37E+18,"@jimunkook ksjsh,, but you don't suck so proud of you 😌"
"she might not do it for you lil niggas , but she gone do it for me 😌",Sun Mar 21 18:35:09 +0000 2021,,1.37E+18,"she might not do it for you lil niggas , but she gone do it for me 😌"
Goals🥺,Sun Mar 21 18:35:10 +0000 2021,,1.37E+18,Goals🥺
"nice try, this is one of hiko’s clips 😌",Sun Mar 21 18:35:10 +0000 2021,,1.37E+18,"@DarKieTV nice try, this is one of hiko’s clips 😌"
Now is a great time for people to apologize,Sun Mar 21 18:35:11 +0000 2021,,1.37E+18,RT @IBJIYONGI: Now is a great time for people to apologize
Waiting for the review 😌,Sun Mar 21 18:35:12 +0000 2021,,1.37E+18,@BeatbyClay Waiting for the review 😌
"Eunhyuk said they listen to their leader, Leeteuk 100% But when asked which one of them tend to disagree.. —  To kyuhyun i w…",Sun Mar 21 18:35:13 +0000 2021,,1.37E+18,"RT @TeukGel03: Eunhyuk said they listen to their leader, Leeteuk 100%
But when asked which one of them tend to disagree..
—

To kyuhyun i w…"
Updated my location for you all in case you wanted to know where I am 😌 ,Sun Mar 21 18:35:13 +0000 2021,,1.37E+18,Updated my location for y’all in case you wanted to know where I am 😌 https://t.co/6xTXsPslrh
Thank you for understanding... I will make sure that you are happy and positive  before I take the break 😌,Sun Mar 21 18:35:14 +0000 2021,,1.37E+18,@hisokasthickas Thank you for understanding... I will make sure that you're happy and positive  before I take the break 😌
